Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,0.31473198533058167,0.3348209857940674,0.3125,0.3325890004634857,0.2624177932739258,183198400
1990-01-03,0.3392859995365143,0.3392859995365143,0.3348209857940674,0.3348209857940674,0.2641790211200714,207995200
1990-01-04,0.34151801466941833,0.34598198533058167,0.3325890004634857,0.3359380066394806,0.2650602161884308,221513600
1990-01-05,0.3370540142059326,0.34151801466941833,0.33035698533058167,0.3370540142059326,0.26594075560569763,123312000
1990-01-08,0.3348209857940674,0.3392859995365143,0.33035698533058167,0.3392859995365143,0.2677018344402313,101572800
1990-01-09,0.3392859995365143,0.3392859995365143,0.33035698533058167,0.3359380066394806,0.2650602161884308,86139200
1990-01-10,0.3359380066394806,0.3359380066394806,0.3191959857940674,0.3214290142059326,0.2536124289035797,199718400
1990-01-11,0.3236609995365143,0.3236609995365143,0.3080359995365143,0.3080359995365143,0.24304510653018951,211052800
1990-01-12,0.3058040142059326,0.31026801466941833,0.3013390004634857,0.3080359995365143,0.24304510653018951,171897600
1990-01-15,0.3080359995365143,0.3191959857940674,0.3058040142059326,0.3058040142059326,0.24128411710262299,161739200
1990-01-16,0.29910698533058167,0.3125,0.2924109995365143,0.311383992433548,0.24568675458431244,214244800
1990-01-17,0.31026801466941833,0.31026801466941833,0.29464301466941833,0.296875,0.2342388927936554,197299200
1990-01-18,0.29464301466941833,0.29910698533058167,0.2879459857940674,0.2890630066394806,0.22807517647743225,273291200
1990-01-19,0.3013390004634857,0.3080359995365143,0.29910698533058167,0.3058040142059326,0.24128411710262299,265137600
1990-01-22,0.3035709857940674,0.3080359995365143,0.296875,0.296875,0.2342388927936554,145611200
1990-01-23,0.3013390004634857,0.3058040142059326,0.29464301466941833,0.3013390004634857,0.23776109516620636,140873600
1990-01-24,0.2901790142059326,0.3058040142059326,0.2879459857940674,0.3035709857940674,0.23952214419841766,169792000
1990-01-25,0.3058040142059326,0.31026801466941833,0.3035709857940674,0.3046880066394806,0.24040350317955017,111540800
1990-01-26,0.3035709857940674,0.3035709857940674,0.2879459857940674,0.2924109995365143,0.23071667551994324,181249600
1990-01-29,0.29464301466941833,0.29910698533058167,0.28683000802993774,0.296875,0.2342388927936554,119929600
1990-01-30,0.296875,0.3080359995365143,0.29464301466941833,0.3035709857940674,0.23952214419841766,116446400
1990-01-31,0.3080359995365143,0.31026801466941833,0.29464301466941833,0.3035709857940674,0.23952214419841766,143942400
1990-02-01,0.3080359995365143,0.3091520071029663,0.29910698533058167,0.3002229928970337,0.23688051104545593,117073600
1990-02-02,0.296875,0.31026801466941833,0.296875,0.3058040142059326,0.24128411710262299,118473600
1990-02-05,0.3058040142059326,0.31473198533058167,0.3035709857940674,0.3125,0.2465672343969345,101752000
1990-02-06,0.31026801466941833,0.3125,0.3035709857940674,0.31026801466941833,0.24480630457401276,73920000
